"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_1110",0,0,0,0,311,0,0,0,1568,5,0,9,553,44,12,1,0,579,0,0,9,787,0,3505,0,129,0,0,0,0,4,0,0,0,6,3,0,10,0,0,330,4,0,0,0,2,0,0,0,13,0,60,0,0,0,190,0,0,1447,0,0,17,106,0,1,1,747,584,0,3877,78,84,0,2,15,831,0,0,0,0,17,311,0,0,0,1631,9,264,1813,163,3,242,183,118,0,85,1,0,858,1032,0,0,4036,0,0,7,0,41,0,0,0,0,145,0,0,0,0,0,0,324,1,0,0,0,0,47,0,0,3461,1,0,0,0,0,0,0,0,8,0,335,15,0,0,816,0,0,0,0,440,641,0,0,130,767,0,0,1,0,0,0,41,56,1061,509,0,57,0,542,89,86,0,3,37,1,0,0,150,3846,3,0,55,13,2221,2,0,0,0,4,414,1816,0,0,3,0,0,0,0,0,0,0,0,0,359,1,1802,1226,0,749,1210,0,0,849,0,0,0,5594,0,0,9,588,0,0,1,435,0,0,0,2880,0,230,0,0,0,0,0,0,738,0,0,0,26,0,0,1,144,4349,17,193,0,0,1,25,0,4,0,16,2,613,26,175,0,0,0,2,25,0,0,7,0,6,18,15,229,0,2,0,193,0,0,1,5,125,1,96,0,1404,0,0,1,72,11,0,0,15,22,0,479,262,372,0,574,0,0,0,161,0,0,9,66,0,1,0,0,0,700,0,0,0,4,42,0,0,0,14,0,53,392,0,0,0,296,0,1,0,15,0,0,0,0,0,1,167,0,0,0,230,0,1,222,6,0,0,0,1,0,25,0,0,31,0,0,0,0,0,0,31,108,0,2,156,10,418,0,0,7,0,0,3034,9
"gene_1111",0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,26,0,0,0,0,3,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,6,0,4,0,0,23,1,2,0,0,0,0,0,0,10,0,2,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,405,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,7,0,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,1,0,0,0,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,0,0,0,0,0,0,0,0
"gene_1112",0,0,0,0,0,2,0,0,2,1,0,2,50,3162,0,0,0,1456,21,75,4,8,0,20,92,11,210,0,9,0,0,0,0,258,1,0,1,0,0,896,62,0,0,1,1118,0,0,1,0,0,0,0,0,3,26,2,152,0,972,0,345,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,11998,477,0,1,0,836,0,335,0,0,983,0,0,1040,6,0,0,0,0,7,2424,0,0,879,0,0,67,0,105,0,0,1308,37,1334,0,0,0,0,3633,0,3,0,1208,0,0,0,34,27,3,0,945,351,29,6377,35,2,2466,1892,4,28,0,0,871,1,342,1,41,0,164,592,1477,686,130,0,12,0,7,780,8,2,463,81,0,0,0,0,540,3,72,0,5640,15,80,0,109,283,0,199,85,0,0,99,22,0,44,0,474,0,0,0,113,65,35,7286,649,251,122,21,18,12979,0,416,26,4,98,33,20,0,0,0,0,0,938,0,562,85,5071,59,10,0,30,2,3,14,0,49,147,0,0,846,841,366,0,1154,351,0,0,145,0,10,116,53,0,0,0,0,545,522,671,0,196,100,1,12,32,8,541,0,0,0,1,0,0,8,0,2,503,62,3,422,18,108,1,0,569,1197,0,4,0,10,1040,1,4215,1115,292,0,1,3443,0,256,134,1,133,1,31,0,0,0,0,0,0,874,22,21,0,39,44,0,49,1,10,0,92,0,2627,0,152,13,0,0,0,0,0,0,128,0,0,431,0,0,2,0,3,14,0,0,0,0,1377,11334,0,0,554,0,0,0,390,0,0,0,0,0,0,0,5,0,0,0,1034,0,0,0,0,1424,0,0,0,0,0,0,0,1,0,6061,3639,0,0,0,0
"gene_1113",33,4,0,48,76,0,563,113,165,3,39,0,111,0,37,4,393,18,147,31,0,29,1,3,86,150,26,0,5,43,221,9,40,28,4,44,0,312,0,6,63,46,48,23,0,345,0,0,0,0,7,172,0,37,38,0,140,0,10,0,0,0,0,0,0,7,2,0,9,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,7,254,0,453,31,0,0,0,0,21,12,0,4,377,4,17,0,337,186,24,0,176,43,52,0,69,64,12,14,166,40,69,92,49,5,405,22,1,109,1,39,108,43,45,51,0,0,172,21,0,24,100,97,0,2,2,353,189,0,5,54,135,49,109,14,412,51,4,29,3,1,67,485,0,74,7,167,74,517,3,506,101,478,0,5,2,9,0,641,18,13,5,70,2,83,2,861,2,8,4,160,381,0,207,19,96,604,216,261,23,486,55,8,30,297,182,1525,0,335,0,23,0,34,582,21,7,3051,0,2,0,2,29,282,966,21,200,3,529,573,22,1,118,15,2187,0,7,83,467,1,13,4,3,2,0,319,20,24,132,41,279,462,161,0,0,418,459,413,428,25,0,0,310,527,289,1,21,34,468,9,21,670,13,22,18,54,308,0,301,82,30,2,102,7,141,36,488,126,73,9,27,0,5,225,27,0,2,12,30,0,2,0,31,36,470,54,25,8,8,184,136,1,44,1,11,0,100,0,0,270,0,66,44,176,32,203,25,246,7,50,52,94,95,0,1,98,134,1,400,0,14,40,340,5,32,164,0,0,0,0,6,0,3,31,41,39,98,20,105,24,7,145,26,86,11,5,0,26,30,50,28,0,0,5,15,229,187,45,73,7,5,210,3,239,521
"gene_1114",57,936,45,90,10,3,4,0,0,0,134,850,0,0,3378,0,1689,39,2,1,81,0,5,0,0,227,0,72,30,5346,4305,0,73,7735,0,0,0,693,47,0,0,0,3,13013,3,0,229,0,0,0,0,2,0,0,1086,0,0,2,0,358,0,0,0,0,0,0,258,0,0,4098,0,0,1021,0,0,0,0,0,7200,0,0,164,1590,0,0,0,0,3,0,1,0,0,0,0,91,0,0,5,0,0,0,0,393,0,0,0,58,0,0,0,376,0,0,0,0,0,293,0,0,0,0,0,0,83,0,0,0,5,0,0,8,0,0,0,1,0,9,0,0,0,0,0,0,6,1,0,5,7,297,0,60,3,0,244,0,0,3,20,5,0,0,135,1,0,0,0,1,0,0,0,286,59,0,124,0,0,4,0,0,0,0,75,0,0,149,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,84,176,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69,0,0,0,1,1,985,0,0,0,0,0,1567,0,0,6,0,10,0,0,2,0,0,0,0,0,0,0,0,0,1100,401,0,0,0,0,0,50,0,1,0,0,429,0,38,0,0,0,13,0,0,0,0,2190,0,0,0,0,0,0,19,0,587,0,0,205,228,0,0,0,0,0,9,0,140,0,0,0,0,170,90,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,2,1,0,0,4,0,0,2557,6,1127,29,0,0,0,0,0,0,56,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,430,0,0,0,0,0,0,0,0,0,232,0,0,11,0,0,30,0,0
"gene_1115",0,215,0,0,3299,10,0,0,0,0,0,0,1,0,0,0,0,15,3,0,63,398,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,471,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,109,774,0,0,1,1,0,0,0,0,171,12,0,0,0,326,0,0,0,0,0,0,0,43,95,0,760,0,0,1,1,42,1437,1,4,344,0,123,166,53,75,3,10,0,47,1,0,0,0,0,393,0,0,0,0,0,239,0,0,1,120,0,998,1,0,2361,0,0,1,0,13,1097,0,0,0,0,0,0,727,39,0,0,0,0,5,0,0,1251,41,30,258,0,0,0,0,0,0,0,0,596,0,7,133,0,390,91,3,8,154,2466,2,36,0,10,0,1,210,3,0,0,1,0,1155,0,83,0,0,2701,0,225,0,0,0,328,3,0,3,0,0,79,11,1,192,16,1,0,249,0,2373,0,0,673,8524,112,0,397,0,247,0,0,0,1,1,1,0,629,12,0,11940,993,114,0,1956,191,49,0,0,0,511,250,14,1,0,0,98,407,0,0,0,0,0,0,0,0,1452,163,0,0,0,0,1,0,0,1515,0,0,0,3,3022,0,0,0,0,0,635,0,0,0,0,0,0,0,0,1,0,152,0,0,12,0,0,56,0,0,8,2,0,0,27,1,0,0,0,0,600,0,45,0,0,1,0,0,0,161,0,614,10,0,0,15,0,233,1230,0,0,0,10,0,0,6,0,2153,101,0,0,0,0
"gene_1116",1056,0,0,0,12,0,0,0,0,0,0,0,0,418,0,0,25,0,166,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,800,1987,0,0,0,11,712,492,2,222,0,46,0,0,0,0,15,0,144,11,0,0,0,0,0,0,12,0,365,0,0,0,3,0,0,26,1,0,0,0,0,34,0,0,0,10,0,0,0,0,0,0,3,0,1,0,1,0,0,15,0,241,0,0,0,0,0,1,0,0,0,1,1,1,23,2,251,0,10026,0,0,448,0,23,1,1,0,0,0,0,0,93,20,0,1503,0,0,29,28,0,79,10630,902,9,162,8,33,0,1670,1,325,0,0,3,0,0,22,22,0,233,113,522,3651,1,3175,0,125,387,58,185,62,94,0,1795,0,559,0,0,74,0,2,3392,8,1470,3,213,31,47,118,108,0,1,123,219,169,136,1,153,0,35,863,548,0,37,1405,2,190,5,0,293,276,563,359,27,0,1655,4,3,1481,303,0,13,3,32,1036,47,46,1456,0,1,0,0,1,28,26,0,1747,45,1,238,5,2,0,0,9,0,38,0,0,30,694,49,29,0,729,74,58,53,1,837,78,23,131,287,0,0,3,3,4380,3279,5,130,2376,2,0,0,991,11,42,686,18,41,14,885,1845,2406,0,121,54,89,0,34,1211,72,29,1787,647,3,1083,2586,405,1339,115,4410,0,1629,362,2,0,2303,0,0,7,2700,0,1486,0,0,0,90,1816,1376,243,85,0,1083,1844,4025,17,14,828,1018,1958,1277,0,14,229,40,179,0,525,2,1579,3,32,0,96,0,9,15,0,0,4,6,0,2549,509,759,2615,0,2787,0,769,0,4,45,1098,0,0,17,269,280,0,731,0,23,787,1440,5,0,0,0
"gene_1117",447,12,0,4033,307,697,3,0,2170,3876,2017,74,12,0,19912,882,193,528,527,8038,6691,275,2010,214,765,1020,1819,374,1595,4171,93,696,4916,350,21,1,2769,408,7,3389,1824,3646,1873,9812,2098,1173,56,46,24570,1488,11970,10944,22738,2379,8684,18829,362,403,300,30,10533,3902,504,102,220,5657,175,2836,8936,26,25663,543,36,2986,1891,1008,10114,1331,9118,377,559,3519,19445,3310,5491,9572,185,244,51,1509,6,41,1990,215,562,1019,634,1,8250,907,448,4007,847,12383,26,10887,513,977,37,4828,293,31,70,125,15,8040,387,2477,5590,2804,40,9,2467,9,10,9767,272,714,0,0,4307,5107,12294,24407,456,455,1744,21,182,4915,429,12528,2029,308,855,2922,3021,3307,1662,4644,23,99,2145,1319,158,30,5954,188,5094,2092,2631,1662,18714,5458,843,2939,144,13254,267,3386,2944,4850,1184,71,511,2846,34,1023,7,497,1525,272,246,28,4861,710,293,149,640,648,281,73,15975,3633,1876,625,454,5032,2,8427,819,9,23541,1011,8527,2541,1202,61,286,44,4841,589,774,82,801,4583,134,194,0,1957,399,0,104,102,28,7,313,267,15,13249,6301,110,5371,1107,100,114,74,42,127,220,827,8,80,0,4357,17,0,60,0,1833,111,15,50,600,14,8,1,665,2023,4293,1,0,551,23,0,2045,61,0,277,91,8,277,9,14982,284,85,0,27,1082,958,0,282,119,7,249,0,3187,1313,168,0,32,7119,349,3864,0,283,0,283,116,3288,7,803,971,405,2393,0,46,1,7,117,409,2734,0,131,0,576,92,15,0,3162,0,9,5950,4,25,2113,481,0,1,362,28,2048,2848,525,4486,8122,9,305,1469,0,330,542,1716,2,0,1366,840,44,325,0,102,713,470,244,2,216,2,17,47,64,551,69,1,0,35,996,705,15,0,0,0,0,0,43,150,2,1507,39,7660
"gene_1118",0,0,63,3596,406,0,0,160,5,181,21,44,686,151,504,52,331,278,206,32,36,423,576,3,0,7,13,0,331,3,9,26,52,1318,104,215,30,842,717,2,2249,696,2125,12,378,309,84,0,681,7,0,0,353,0,429,1,605,10,15,0,1087,345,363,110,24,293,2,30,0,0,2460,0,0,70,0,0,632,0,0,162,0,0,1,146,1,5,0,0,0,0,1113,0,6,924,0,342,0,142,3757,1696,166,8,3978,22,1,0,1,20,0,63,298,4848,6,1,0,0,145,105,1,1335,0,788,5,6,5,408,0,42,443,430,321,1001,973,3058,319,5,234,0,14,1766,993,425,1,43,3943,5190,4470,1196,0,2098,75,532,83,624,1660,428,633,1485,123,37,575,14,4,2650,7,414,942,2812,378,188,6671,1819,104,242,648,3851,699,780,45,3836,1235,1198,1927,45,820,176,15237,1476,1,923,381,1008,2522,280,64,0,476,229,207,1783,2,27,10,3,3321,487,3,54,25,3,56,211,2854,30,457,766,345,9,2616,30,23,4,2,12,2418,0,72,236,1679,3,561,60,32,0,132,546,9,3202,1092,613,3,441,694,24,28,555,933,19,1410,595,831,92,50,0,222,660,19,59,0,5,11,0,219,103,31,841,533,36,0,0,12,1,493,63,40,1206,128,2,6,1240,24,672,1968,32,214,842,1502,214,99,278,0,8,4,26,409,1130,4092,307,8,202,8,1,3011,4,3445,99,1185,2177,302,168,2206,303,0,11,86,0,1269,46,161,1,364,71,0,14,97,5,139,0,3320,144,2,3,54,97,0,94,89,189,20,0,0,0,109,13,2,952,625,6,0,294,850,1,127,515,0,0,53,72,3,1232,1676,20,0,244,63,2476,15,0,19,0,144,12,846,52,195,3,10,0,62
"gene_1119",1278,1252,991,3685,33,16395,13335,2725,6568,87,1970,1108,3894,2918,381,311,4573,1202,9718,3439,6190,1645,4428,2343,221,2002,1512,319,3559,3284,1482,5843,2102,3353,6845,8458,6870,8346,4781,14875,10055,10328,5648,10652,4089,5013,467,2271,20245,8708,342,268,38996,49755,57119,1019,1095,0,131538,2550,3,3511,3053,348,1612,440,16814,18845,2801,104474,36147,12203,4295,726,27889,45922,3742,49606,4,11714,52722,11877,581,2954,796,4072,28358,1050,110470,4756,22646,87565,64089,6398,9242,15,30276,493,8874,11820,1383,547,1248,14320,2410,1409,41,1215,8785,2992,1934,7710,9179,1153,1640,6668,93,2605,7044,6254,11855,1163,1777,414,11266,136,4207,557,4925,27193,22857,1581,4932,2839,3766,2756,2561,172,8305,4735,2205,1806,2217,5828,4087,21818,313,68,40,100,3595,3980,5236,24931,1044,26,12333,4596,246,2850,50,2013,2948,87,4656,8953,18108,6233,3317,11959,880,1055,588,5619,1043,905,8686,1137,1219,0,3113,2465,1008,46,18588,2189,4103,2387,9402,3280,5218,7530,2354,17588,533,4207,1224,16,40,7204,6062,4784,1286,921,1542,768,3281,24888,7227,17,580,1,3906,332,1483,1546,364,4,287,662,5891,91,185,2,22,618,1206,510,2271,7274,1,9,21,0,4,6514,5993,120,26,1776,2113,210,1001,298,618,2,5187,9797,0,1083,1755,11,1183,18,1159,7,21,50,1260,10,259,6,184,2,8,243,376,199,193,2,1243,1,8,527,7388,34,4965,53,2225,65,1843,262,836,512,2110,61,7,1642,484,17,240,81,3,2342,0,2,1094,0,19,243,221,3799,751,1540,1476,67,9,0,52,13,0,153,3867,0,53,21406,0,409,5015,0,1,0,360,0,12,0,4,0,1,0,13076,0,0,18,0,1255,112,0,52,2194,709,0,618,47,101,1306,1430,633,464,363,4395,206,6324,0,1657,0,550,8491,40,0,0,331,0,1,0,21,34,1255,1395,1,0,482,4982,753,19,2,0,59,371
"gene_1120",611,144,44,3856,3161,7419,11,66,6325,590,223,128,1,4645,2651,327,753,5045,629,58,238,398,0,458,1957,5965,2,10,950,0,413,8180,3,1448,29,19,3711,0,1346,0,45,181,31,0,0,14,2,403,6,34,0,3,321,0,1,0,1539,8,169,0,2,0,235,895,0,7,59,1,0,0,0,0,8,0,0,511,11527,210,10,209,0,0,11,0,0,21,8,7088,200,0,2004,0,986,2823,11,65,3900,0,0,0,54,0,0,6,876,5,9,0,228,1067,0,1,69,80,6985,0,0,6230,1100,279,0,4,1,2543,0,141,440,72,787,6,1230,166,1503,496,16,1570,79,673,1767,6895,771,15,1788,29,4141,0,1471,2,660,5398,0,883,6955,2,3,858,41,7406,2198,342,0,3016,378,1,3838,1305,49,349,1731,285,205,72,6518,44,2449,1,5,735,2439,0,232,206,672,0,79,0,155,1255,530,1780,1021,1968,0,4,2524,35,422,393,1036,12139,1746,6128,22,3139,18,450,0,17,8,63,5219,1645,0,16204,1954,1,0,44,24,0,0,4,0,38,0,0,181,0,0,1011,2027,0,0,0,0,36,18,0,0,555,74,0,2939,286,7,0,0,3266,1,0,0,0,1,0,21,90,0,0,0,0,0,0,116,0,0,879,1,0,0,0,0,0,199,18,0,1837,0,33,0,6,5,15,326,3427,14,0,2,0,5,0,2,654,0,0,1,0,5957,0,0,0,0,0,0,0,2230,7144,2605,0,0,0,1297,0,0,0,0,0,0,0,274,0,1,161,0,0,0,0,0,0,4053,250,0,34,0,37,2,0,802,0,41,0,4,75,5,0,1,1,0,0,0,0,10,2,0,0,0,22,0,0,0,0,0,0,0,426,0,0,0,0,0,8342,0,0,41,0,0,0,360,0,0
"gene_1121",889,0,15,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,179,103,0,0,0,0,0,0,0,115,0,0,0,0,29,0,549,0,0,0,407,64,256,35,34,14,0,84,0,0,0,0,0,60,0,0,0,0,0,0,388,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_1122",0,0,0,303,0,53,0,22,1,0,0,0,0,0,0,66,989,13,1,0,11,4970,0,0,0,231,0,18,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,304,0,54,0,0,0,3,1999,0,0,957,0,2,1,0,2,0,111,2,4,0,12,0,1720,147,0,0,1,3,0,34,0,448,0,108,0,8,0,0,9,30,0,3105,19,0,552,0,8,1,0,0,0,26,1,0,14,0,0,0,0,560,0,15546,0,0,0,663,0,0,0,0,0,0,8,0,0,0,0,0,1801,0,0,246,0,8,0,0,0,0,11,10,0,0,483,0,0,0,0,0,0,0,0,0,0,0,123,15,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,410,0,0,0,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
